ModesCode;LabelWeb;ActiveLanguage;DescriptionLong;Characteristics;composition;type
EQBZT04954;EV CORPO CLASSI (CMK0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04954;EV CORPO CLASSI (BLC0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04954;EV CORPO CLASSI (KTP0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQKZT03578;COSMIC CHARACTE (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYBS04917;HIGHLINE PRO (KVJ0);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide 
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
No Inseam, laser cut hem finish
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Engineered grip gel print
Webbing keychain loop above back pocket
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
EQBFT03982;GRAPHIC HOODIE (BGA0);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Kangaroo pouch pocket
Rib knit cuffs and hem
Hood with drawcord
Art on chest and back
Quiksilver recycled woven label pack";[Main Fabric] 55% Cotton, 45% Polyester;Hoodie
EQKZT03578;COSMIC CHARACTE (RQZ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYJV04215;MERCURY (KVJ0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [118 g/m2]
FEATURES
__Fit:__ Baggy fit for an oversized look
Curved side panels with piping
Modern style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 20"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Quiksilver old-English wordmark and Mercury trident patch";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYBS04930;HIGHLINE PT (SZH6);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
EQKFT03410;GRAPHIC HOODIE (BGA0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Art on chest
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 45% Polyester;Hoodie
EQBFT03976;KNOWLEDGE AREA (SJSH);master;"&nbsp;";"__Fabric:__ Organic cotton, recycled polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Colour blocked design
Art on chest
Quiksilver recycled woven label pack";[Main Fabric] 55% Organic Cotton, 45% Recycled Polyester;Sweatshirt
EQKFB03126;KNOWLEDGE AERA (BLC0);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend French Terry [280 g/m2]
__Fit:__ Easy straight fit
__Waist:__ Elasticated waistband with drawcord
Patch pocket on back
Front pocket in the side seams
Quiksilver print on left leg
Branded lettering label at top right corner of back patched pocket";[Main Fabric] 55% Organic Cotton, 45% Recycled Polyester;Sweat Shorts
EQYZT08295;QUIKGLOBE (GRT0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQKFB03126;KNOWLEDGE AERA (RQZ0);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend French Terry [280 g/m2]
__Fit:__ Easy straight fit
__Waist:__ Elasticated waistband with drawcord
Patch pocket on back
Front pocket in the side seams
Quiksilver print on left leg
Branded lettering label at top right corner of back patched pocket";[Main Fabric] 55% Organic Cotton, 45% Recycled Polyester;Sweat Shorts
EQYZT08295;QUIKGLOBE (WBB0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYFT05206;NEW ICONIC (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [370 g/m2]
Brushed inside for softness
__Fit:__ Oversized fit
Rib knit cuffs and bottom hem
Art print HD on chest
Quiksilver recycled woven label pack";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Sweatshirt
EQYZT08295;QUIKGLOBE (KVJ0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton fabric [180 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYJK04213;WINDBREAKER (KTP0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
Quiksilver DryFlight¨ Technology protects you from the wind and water
MADE BETTER
PFC Free durable water repellent treatment
__Fabric:__ Nylon [90 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Lining:__ Mesh lining placed in key areas for better breathability
__Hood:__ Fixed hood with drawcord adjustment
Front zip-up closure
__Pockets:__ 2 hand pockets
Ventilation on back yoke
Elasticated cuffs
Hem with adjustable elasticated drawcord";[Main Fabric] 100% Nylon;Windbreaker Jacket
EQYFT05206;NEW ICONIC (BYC0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [370 g/m2]
Brushed inside for softness
__Fit:__ Oversized fit
Rib knit cuffs and bottom hem
Art print HD on chest
Quiksilver recycled woven label pack";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Sweatshirt
EQBJV03542;EVD MALIBU (KVJ0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Screen printed wordmark on left leg";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQBJV03542;EVD MALIBU (GEM0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Screen printed wordmark on left leg";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQBJV03542;EVD MALIBU (BLC0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Screen printed wordmark on left leg";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQBWT03416;MERCURY TUBES (KVJ6);master;"&nbsp;";"__Fabric:__ Viscose [132 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Closure/Neck:__ Regular button closure with camp collar
Straight hem
Quiksilver Mercury all-over print
Chest pocket
__Wash:__ Garment wash with soft hand-feel
QS Mercury woven label on chest pocket";[Main Fabric] 100% Viscose;Short Sleeve Shirt
EQYJV04211;PIPED VL (BQV0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQYJK04217;SHAPER PAD UN (BRQ0);master;"&nbsp;";"BENEFITS
MADE BETTER
__Fabric:__ Cotton [410 g/m2]
FEATURES
__Fit:__ Comfort fit, slightly wider for more comfort
__Lining:__ Cotton flanel
Front zip
__Pockets:__ 2 hand pockets
1 zip-up chest pocket";[Main Fabric] 100% Cotton;Workwear Jacket
EQYJV04211;PIPED VL (KVJ0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQYJV04211;PIPED VL (KTP0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQYJV04211;PIPED VL (CRE0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets, back pocket with zip closure
Iconic Mountain and Wave logo
Contrast filled piping on side seams
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQBZT04950;FUNDAMENTAL RID (BLC0);master;"&nbsp;";"__Fabric:__ Cotton, recycled cotton blend jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYJV04217;STRETCH PRINTED (KVJ7);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQBFT03976;KNOWLEDGE AREA (BLC0);master;"&nbsp;";"__Fabric:__ Organic cotton, recycled polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Colour blocked design
Art on chest
Quiksilver recycled woven label pack";[Main Fabric] 55% Organic Cotton, 45% Recycled Polyester;Sweatshirt
EQBFT03973;MERCURY TRIDENT (KVJ0);master;"&nbsp;";"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Crew neckline with rib knit
Soft hand-feel screen print and embroidery
Quiksilver woven label in side seam

";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Sweatshirt
EQYFT05191;MERCURY TRIDENT (KVJ0);master;"&nbsp;";"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Pop over hood
Hood with drawcord
Contrast colour sleeve and back panel
Kangaroo pocket
Soft hand-feel screen print
Quiksilver woven label in side seam

";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Hoodie
EQYBS04926;SURFSILK HOLMES (CRE6);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQYFT05190;MERCURY TRIDENT (PTH0);master;"&nbsp;";"__Fabric:__ Recycled Cotton, Cotton, Recycled Polyester [370 g/m2] brushed back fleece
__Fit:__ Oversized fit
__Neck:__ Crew neckline with rib knit
Soft hand-feel screen print and embroidery
Quiksilver woven label in side seam

";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Sweatshirt
EQYBS04926;SURFSILK HOLMES (KVJ6);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQBBS03732;SURFSILK CLICKE (KVJ0);master;"&nbsp;";"__Coating:__ PFC-Free Hydrophobic Treatment
__Fabric:__ Remade Surfsilk: Tough On The Outside
Soft On The Inside
__Fit:__ Straight Leg Fit: Timeless Style
__Outseams:__ 17"" Outseam
__Waist And Closure:__ Fixed Waist
Drawcord Closure
__Fly:__ Performance Fly
__Zips And Pockets:__ Back Pocket With Flap
Hook and loop tape Closure
__Additional Details:__ Iconic Mountain And Wave Logo
Key Bungee Cord Inside Pocket
Recycled Yarn";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Board Shorts
EQYWT04684;DRUMFINS (MKT0);master;"&nbsp;";"__Fabric:__ Cotton fabric [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
Pleat on back
Chest pocket
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQYBS04926;SURFSILK HOLMES (BJK6);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQYJK04212;COLD SNAP SHACK (KTP0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
Quiksilver DryFlight¨ Technology protects you from the wind and water
Warmflight technology for heat retention with high breathability
__Fill Weight:__ 60g Body, 40g Sleeves
MADE BETTER
Made with 89% of recycled fibres
PFC Free durable water repellent treatment
__Fabric:__ Recycled nylon [117 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Lining:__ Quilted Lightweight Taffeta
Front snap closure
__Pockets:__ Hand pockets
Curved bottom hem
Snap front opening";[Main Fabric] 100% Recycled Nylon;Insulated Overshirt
EQYWT04684;DRUMFINS (YKM0);master;"&nbsp;";"__Fabric:__ Cotton fabric [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
Pleat on back
Chest pocket
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQYWT04684;DRUMFINS (CMK0);master;"&nbsp;";"__Fabric:__ Cotton fabric [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
Pleat on back
Chest pocket
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQBZT04958;SOUND ON SS (YKM0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYBS04925;MERCURY CYPHER  (TMP6);master;"&nbsp;";"__Use:__ Surfing, Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
Tough on the outside, soft on the inside. Quiksilver's Surfsilk fabric gives you the best of both worlds
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Surfsilk Fabric, recycled polyester, elastane, 175g/m2
FEATURES
__Fit:__ Straight leg baggy fit
__Fit:__ Modern fit, the longer length of a regular fit with a slimmer cut
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 21"" outseam
__Closure:__Drawcord
Hook and loop closure
__Pockets:__ Side zip pocket
Screen printed Mercury wordmark on left leg
Mountain and wave logo at right leg
Inset sonic welded trident logo on back waistband
Key bungee cord inside pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Boardshorts
EQBZT04967;SKELETON RIDE S (RQZ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04958;SOUND ON SS (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04967;SKELETON RIDE S (BGA0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04967;SKELETON RIDE S (KTP0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYJV04218;STRETCH SCALLOP (KTP7);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Scallop fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back pocket with flap
Iconic Mountain and Wave logo
Contrasted bindings details
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQKJV03270;EVD VOLLEY (MKZ0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 12"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQBZT04955;FINELINE SS (YKM0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBFT03980;GRAPHIC CREW YO (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend [280 g/m2]
Brushed fabric
__Fit:__ Classic, comfortable regular fit
Rib knit on collar, cuffs and bottom
Art on chest and back
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 45% Polyester;Sweatshirt
EQYZT08181;EV MINI LOGO (GCC0);master;"&nbsp;";"__Fabric:__ Cotton Recycled Cotton Jersey fabric
Regular fit
Crew neck
Screen print on chest
Quiksilver woven label at sleeve.";[Main Fabric] 70% Cotton, 30% Recycled Cotton;Short Sleeve T-Shirt
EQYJV04218;STRETCH SCALLOP (KVJ7);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Scallop fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back pocket with flap
Iconic Mountain and Wave logo
Contrasted bindings details
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQKJV03270;EVD VOLLEY (BQV0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 12"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQBZT04955;FINELINE SS (WBB0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYFT05193;GRAPHIC (KTP0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend fabric [280 g/m2]
Brushed fabric
__Fit:__ Classic, comfortable regular fit
Rib knit on collar, cuffs and bottom
Art print on chest and back
Quiksilver recycled woven label pack";[Main Fabric] 60% Cotton, 40% Recycled Polyester;Sweatshirt
EQYZT08181;EV MINI LOGO (CRE0);master;"&nbsp;";"__Fabric:__ Cotton Recycled Cotton Jersey fabric
Regular fit
Crew neck
Screen print on chest
Quiksilver woven label at sleeve.";[Main Fabric] 70% Cotton, 30% Recycled Cotton;Short Sleeve T-Shirt
